f_hip,f_hd,f_2mass,Fe,C,O,Mg,Si,Ca,Ti,Li,N,F,Na,Al,P,K,Co,Ni,Cu,Zn,Be,S,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_name,f_p,f_m_p,f_e,f_a,
14194 ,18975 ,03030177-0205113 ,0.226 ,0.191 ,-0.0745 ,0.147 ,0.173 ,0.274 ,0.276 ,-0.59 ,,,0.111 ,0.092 ,,,0.408 ,0.2 ,0.034 ,-0.092 ,,-0.086 ,45.7574509 ,-2.0864790 ,5.733 ,-27.662 ,-49.838 ,57.29 ,thin ,F8V ,7.51 ,0.519 ,-41.30 ,-14.20 ,-11.30 ,6310.7 ,4.38 ,,,,,,,
35136 ,55575 ,07155011+4714241 ,-0.26 ,-0.19 ,-0.11 ,-0.13 ,-0.24 ,-0.205 ,-0.2 ,-1.565 ,-0.41 ,,-0.395 ,-0.25 ,,-0.33 ,-0.26 ,-0.32 ,-0.495 ,-0.32 ,,-0.35 ,108.9589134 ,47.2399655 ,9.089 ,-14.056 ,-1.952 ,16.85 ,thin ,F9V ,5.58 ,0.576 ,-79.80 ,-1.60 ,32.30 ,5901.8 ,4.29 ,,,,,,,
112524 ,215722 ,22473143-2433371 ,-0.04 ,-0.21 ,,-0.137 ,-0.136 ,-0.001 ,0.17 ,,,,0.335 ,0.02 ,,,0.007 ,-0.09 ,-0.19 ,-0.34 ,,,341.8810652 ,-24.5603306 ,-28.988 ,17.874 ,21.944 ,40.51 ,N/A ,K4V(k) ,9.89 ,1.170 ,9999.00 ,9999.00 ,9999.00 ,4728.0 ,4.40 ,,,,,,,
112527 ,216520 ,22473183+8341493 ,-0.13 ,-0.15 ,-0.01 ,-0.02 ,-0.14 ,-0.12 ,-0.11 ,,-0.32 ,,-0.185 ,-0.08 ,,,0.1 ,-0.14 ,-0.15 ,-0.26 ,,0.5 ,341.8828188 ,83.6970276 ,7.166 ,-4.401 ,17.641 ,19.54 ,thin ,K0V ,7.52 ,0.867 ,17.50 ,-17.00 ,8.30 ,5119.0 ,4.40 ,,,,,,,
112529 ,215721 ,22473312-1936482 ,-0.355 ,-0.43 ,-0.2 ,-0.075 ,-0.23 ,-0.28 ,-0.28 ,-3.475 ,-0.22 ,,-0.33 ,-0.2 ,,,-0.255 ,-0.34 ,-0.41 ,-0.28 ,,0.04 ,341.8880151 ,-19.6133783 ,-50.840 ,30.862 ,-56.962 ,82.35 ,thin ,G8III ,5.26 ,0.941 ,70.30 ,-50.90 ,-17.20 ,4915.3 ,2.69 ,,,,,,,
47002 ,82977 ,09344623-2411331 ,0.01 ,-0.3 ,,-0.04 ,-0.04 ,-0.03 ,0.03 ,,,,-0.16 ,-0.06 ,,,-0.07 ,-0.01 ,-0.14 ,,,,143.6927052 ,-24.1925273 ,19.287 ,-20.693 ,38.749 ,47.98 ,thin ,G8/K0IV/V ,9.08 ,0.790 ,37.30 ,-21.80 ,16.00 ,,,,,,,,,
47007 ,82943 ,09345074-1207462 ,0.29 ,0.3 ,0.18 ,0.26 ,0.27 ,0.278 ,0.29 ,-0.81 ,0.215 ,,0.32 ,0.23 ,,0.2 ,0.295 ,0.31 ,0.182 ,0.16 ,,0.24 ,143.7114020 ,-12.1295480 ,17.310 ,-17.889 ,11.623 ,27.47 ,thin ,F9VFe+0.5 ,6.53 ,0.623 ,9.60 ,-21.70 ,-7.80 ,5979.3 ,4.43 ,,b c ,441.47 220.078 ,1.681 1.959 ,0.162 0.3663 ,1.18306 0.74345 ,
79777 ,146124 ,16165308-4951243 ,0.21 ,-0.07 ,-0.08 ,0.15 ,0.16 ,0.15 ,0.19 ,,,,0.03 ,0.12 ,,,0.17 ,0.2 ,0.12 ,,,,244.2212413 ,-49.8567519 ,18.013 ,-19.421 ,11.473 ,28.87 ,thin ,G8IV-V ,7.69 ,0.760 ,7.80 ,-9.40 ,-1.30 ,5504.0 ,,,,,,,,
112557 ,215908 ,22474830+4910429 ,-0.21 ,-0.37 ,-0.24 ,-0.25 ,-0.36 ,-0.2 ,-0.23 ,,-0.12 ,,-0.4 ,-0.35 ,,,,-0.21 ,,,,,341.9512638 ,49.1785976 ,-57.239 ,29.969 ,-122.928 ,138.87 ,thin ,K0 ,8.03 ,0.876 ,-3.70 ,6.10 ,2.10 ,,,,,,,,,
112559 ,215812 ,,-0.16 ,-0.12 ,,-0.05 ,-0.08 ,-0.18 ,-0.1 ,,,,-0.22 ,-0.11 ,,,-0.23 ,-0.17 ,-0.25 ,,,-0.26 ,341.9591010 ,-4.2290360 ,13.242 ,-6.801 ,28.361 ,32.03 ,thin ,G6V ,7.19 ,0.654 ,43.70 ,-38.50 ,8.20 ,6029.0 ,,,,,,,,
79792 ,146644 ,16170115+0709062 ,0.11 ,,0.08 ,0.19 ,0.11 ,0.1 ,0.09 ,,,,0.09 ,0.11 ,,,0.18 ,0.1 ,,0.1 ,,,244.2548046 ,7.1517412 ,25.379 ,-25.584 ,42.591 ,55.79 ,thin ,G5 ,8.31 ,0.697 ,-5.30 ,-34.80 ,14.70 ,5721.7 ,4.29 ,,,,,,,
14258 ,19019 ,03035081+0607598 ,-0.13 ,-0.01 ,-0.16 ,0.03 ,-0.11 ,0.03 ,-0.015 ,,-0.19 ,,-0.275 ,-0.19 ,,,0.12 ,-0.18 ,-0.435 ,-0.21 ,,-0.35 ,45.9617293 ,6.1333015 ,-12.303 ,28.412 ,-4.676 ,31.31 ,thin ,G0V ,6.76 ,0.552 ,-40.10 ,-14.80 ,3.30 ,6067.2 ,4.00 ,,,,,,,
47029 ,82741 ,09350382+3937175 ,-0.11 ,-0.27 ,-0.08 ,-0.01 ,0.02 ,-0.035 ,-0.09 ,-2.79 ,0.09 ,,-0.07 ,0.015 ,,,-0.02 ,-0.12 ,-0.155 ,0.09 ,,0.38 ,143.7659586 ,39.6214929 ,-17.207 ,15.944 ,63.949 ,68.12 ,thin ,G9.5IIIbFe-1 ,4.82 ,0.992 ,1.70 ,6.20 ,-16.30 ,4820.0 ,2.84 ,,,,,,,
14265 ,19230 ,03035733-4526038 ,-0.53 ,-0.445454 ,,-0.44 ,-0.522 ,-0.475 ,-0.364 ,,,,-0.365 ,-0.44 ,,,-0.516 ,-0.562 ,-0.74 ,-0.73 ,,,45.9889780 ,-45.4343330 ,-2.470 ,5.304 ,-49.035 ,49.38 ,N/A ,G8/K0V ,9.51 ,0.787 ,9999.00 ,9999.00 ,9999.00 ,5254.0 ,4.63 ,,,,,,,
47048 ,83220 ,09351671-4907489 ,-0.46 ,,-0.4 ,-0.36 ,-0.46 ,-0.38 ,-0.45 ,,,,-0.42 ,-0.64 ,,,,-0.49 ,,-0.73 ,,,143.8195910 ,-49.1302560 ,31.620 ,-26.293 ,88.365 ,97.47 ,thin ,F2/3V ,8.56 ,0.411 ,2.30 ,23.70 ,14.30 ,6497.7 ,4.13 ,,,,,,,
47050 ,83008 ,09351795-1018510 ,-0.11 ,,,-0.04 ,-0.13 ,-0.05 ,0.13 ,,,,-0.17 ,-0.01 ,,,-0.01 ,-0.1 ,,,,,143.8247630 ,-10.3142340 ,-28.359 ,23.334 ,45.290 ,58.31 ,N/A ,K1V ,9.70 ,0.852 ,9999.00 ,9999.00 ,9999.00 ,,,,,,,,,
79822 ,148048 ,16173035+7545190 ,0.015 ,,,-0.1 ,0.195 ,0.25 ,0.405 ,,,,,,,,1.77 ,0.31 ,,,,,244.3762080 ,75.7553260 ,21.871 ,-17.257 ,10.394 ,29.73 ,thin ,F2V ,4.95 ,0.393 ,-33.80 ,-16.40 ,-12.90 ,6820.0 ,,,,,,,,
47056 ,83087 ,09352463-2241096 ,0.03 ,-0.2 ,-0.145 ,0.04 ,0.1 ,0.03 ,0.04 ,-3.665 ,0.13 ,,0.07 ,0.14 ,,,0.135 ,0.035 ,0.06 ,0.61 ,,0.5 ,143.8526420 ,-22.6859840 ,-55.443 ,43.085 ,58.525 ,91.41 ,N/A ,K0/1III ,7.00 ,0.998 ,9999.00 ,9999.00 ,9999.00 ,,,,,,,,,
112595 ,215942 ,22481397+4131570 ,-0.13 ,,0.12 ,0.01 ,-4.26742e-16 ,0.02 ,-0.04 ,-2.49 ,,,-0.06 ,-0.03 ,,,-0.13 ,-0.16 ,-0.22 ,-0.26 ,,,342.0581095 ,41.5325006 ,35.301 ,-13.915 ,-31.432 ,49.27 ,thin ,G5 ,8.04 ,0.664 ,54.90 ,-62.60 ,8.60 ,5637.6 ,4.34 ,,,,,,,
112603 ,215682 ,22482140-6141038 ,-0.14 ,,,-0.01 ,-0.01 ,-0.04 ,4.996e-16 ,,,,0.02 ,0.03 ,,,0.02 ,-0.13 ,,,,,342.0891024 ,-61.6843645 ,-47.677 ,17.107 ,112.427 ,123.31 ,thin ,K0III ,6.38 ,1.059 ,-48.60 ,-8.40 ,-6.30 ,4728.0 ,2.51 ,,,,,,,
14300 ,18916 ,03042495+5001563 ,-0.24 ,-0.2 ,-0.21 ,-0.2 ,-0.23 ,-0.19 ,-0.22 ,,-0.34 ,,-0.41 ,-0.31 ,,,,-0.25 ,,,,,46.1038722 ,50.0323704 ,-18.350 ,29.877 ,-8.325 ,36.04 ,thin ,G5 ,7.99 ,0.703 ,65.80 ,4.70 ,10.30 ,5720.0 ,,,,,,,,
79837 ,146946 ,16174594+3148154 ,-0.36 ,0.05 ,-0.03 ,-0.23 ,-0.245 ,-0.08 ,-0.195 ,-1.245 ,,,-0.255 ,-0.31 ,,-0.01 ,-0.245 ,-0.36 ,-0.545 ,-0.49 ,,-0.035 ,244.4415261 ,31.8043889 ,21.069 ,-14.498 ,10.467 ,27.63 ,thin ,F9V ,6.86 ,0.605 ,-44.10 ,16.90 ,-37.00 ,5687.5 ,4.28 ,,,,,,,
67035 ,119507 ,13441574-3312028 ,0.14 ,0.11 ,0.13 ,0.19 ,0.16 ,0.16 ,0.24 ,,,,0.12 ,0.19 ,,,0.19 ,0.21 ,0.19 ,,,0.16 ,206.0656380 ,-33.2007770 ,-5.838 ,19.471 ,-93.510 ,95.69 ,N/A ,G5V ,9.09 ,0.739 ,9999.00 ,9999.00 ,9999.00 ,,,,,,,,,
14311 ,19880 ,03043610-7709577 ,0.3 ,0.32 ,0.47 ,0.14 ,0.28 ,0.2 ,0.23 ,,,,0.31 ,0.23 ,,,0.12 ,0.34 ,,,,0.22 ,46.1505610 ,-77.1660450 ,7.986 ,-11.736 ,-71.113 ,72.52 ,N/A ,G5IV/V ,7.94 ,0.715 ,9999.00 ,9999.00 ,9999.00 ,,,,,,,,,
47080 ,82885 ,09353959+3548366 ,0.32 ,0.26 ,0.15 ,0.31 ,0.34 ,0.37 ,0.37 ,-2.74 ,0.47 ,,0.41 ,0.36 ,,,0.44 ,0.38 ,0.34 ,0.3 ,,0.57 ,143.9146140 ,35.8101650 ,-2.938 ,2.004 ,-10.798 ,11.37 ,thin ,G8IV ,5.34 ,0.770 ,-36.80 ,-17.40 ,-15.90 ,5516.5 ,4.49 ,,,,,,,
14315 ,19121 ,03043807+0151488 ,-0.155 ,-0.275 ,-0.075 ,-0.02 ,-0.005 ,-0.13 ,-0.15 ,-3.765 ,-0.04 ,,-0.125 ,-0.015 ,,,-0.05 ,-0.17 ,-0.16 ,-0.35 ,,0.25 ,46.1586105 ,1.8636039 ,21.551 ,-31.131 ,125.594 ,131.18 ,thin ,G8/K0III ,6.05 ,1.045 ,-10.10 ,-10.70 ,6.60 ,,,,,,,,,
79862 ,147044 ,16180588+3428581 ,0.024 ,,,0.14 ,-4.26742e-16 ,0.055 ,0.03 ,-1.22 ,,,-0.01 ,-0.013 ,,,0.0615 ,-0.02 ,-0.23 ,-0.26 ,,0.03 ,244.5244883 ,34.4827631 ,-32.524 ,18.611 ,2.807 ,37.58 ,thin ,G0V ,7.49 ,0.631 ,1.20 ,-21.00 ,-4.00 ,5880.0 ,4.41 ,,,,,,,
112643 ,215902 ,22485173-2632332 ,-0.21 ,-0.211818 ,,-0.227 ,-0.22 ,-0.146 ,-0.132 ,,,,-0.26 ,-0.29 ,,,-0.199 ,-0.281 ,-0.42 ,-0.32 ,,,342.2154639 ,-26.5425956 ,-8.249 ,1.828 ,-52.043 ,52.72 ,thin ,G8V ,9.15 ,0.711 ,47.70 ,1.00 ,-21.50 ,5552.7 ,4.46 ,,,,,,,
47110 ,82939 ,09360429+3733104 ,0.08 ,,,0.1 ,0.09 ,0.14 ,0.17 ,,,,0.2 ,0.09 ,,,0.11 ,0.09 ,,,,,144.0178244 ,37.5528770 ,33.690 ,-18.206 ,-5.640 ,38.71 ,thin ,G5 ,8.24 ,0.758 ,-11.50 ,-17.60 ,-12.60 ,5491.5 ,,,,,,,,
79882 ,146791 ,,-0.03 ,-0.295 ,-0.08 ,-0.08 ,0.07 ,0.005 ,-0.035 ,-3.39 ,0.34 ,,0.04 ,0.065 ,,,0.01 ,-0.06 ,-0.175 ,0.06 ,,0.16 ,244.5803776 ,-4.6925076 ,-0.586 ,0.293 ,32.981 ,32.99 ,thin ,G9.5IIIbFe-0.5 ,3.23 ,0.966 ,-7.00 ,11.70 ,-11.10 ,4898.3 ,2.74 ,,,,,,,
79884 ,146546 ,16182115-3633572 ,-0.063 ,0.0265 ,0.091 ,-0.0165 ,-0.046 ,-0.035 ,-0.054 ,,,,-0.053 ,-0.087 ,,,-0.0675 ,-0.0985 ,-0.2665 ,-0.2315 ,,-0.0475 ,244.5881720 ,-36.5659030 ,24.482 ,-12.009 ,58.287 ,64.35 ,thin ,F7/8V ,7.76 ,0.544 ,-23.30 ,22.90 ,-6.10 ,6142.0 ,,,,,,,,
14355 ,19210 ,03051126-0816280 ,0.2 ,-0.04 ,0.19 ,0.24 ,0.23 ,0.28 ,0.28 ,-2.31 ,,,0.25 ,0.31 ,,,0.26 ,0.21 ,0.28 ,0.41 ,,0.5 ,46.2970730 ,-8.2742460 ,38.807 ,-42.163 ,-128.228 ,140.45 ,N/A ,K0III ,6.30 ,1.020 ,9999.00 ,9999.00 ,9999.00 ,,,,,,,,,
112666 ,,22490058+7757107 ,-0.32 ,-0.05 ,-0.09 ,,-0.12 ,-0.27 ,-0.35 ,,,,-0.37 ,-0.39 ,,,-0.3 ,-0.42 ,-0.49 ,-0.53 ,,,342.2523600 ,77.9530140 ,72.293 ,-13.248 ,48.870 ,88.26 ,thick ,K2 ,10.10 ,0.760 ,-42.20 ,-111.30 ,-78.30 ,5213.0 ,4.58 ,,,,,,,
112670 ,216172 ,,0.5 ,0.36 ,0.61 ,,0.42 ,0.55 ,,-0.77 ,,,0.49 ,0.74 ,,,0.64 ,0.53 ,,,,0.24 ,342.2536143 ,68.5702232 ,-51.730 ,9.412 ,-31.863 ,61.48 ,thin ,F5V ,6.19 ,0.440 ,-35.90 ,-15.30 ,0.60 ,6940.0 ,4.96 ,,,,,,,
112697 ,216106 ,22491754+5058362 ,-0.29 ,0.07 ,0.07 ,-0.21 ,-0.15 ,-0.24 ,-0.34 ,-2.6 ,,,-0.25 ,-0.41 ,,0.16 ,-0.34 ,-0.34 ,-0.52 ,-0.43 ,,0.07 ,342.3231938 ,50.9767085 ,-49.489 ,5.486 ,42.904 ,65.73 ,thin ,G0 ,6.75 ,0.552 ,35.50 ,-39.50 ,-29.90 ,5931.4 ,3.74 ,,,,,,,
47172 ,83465 ,09364628-5256371 ,-0.05 ,,,0.03 ,0.07 ,0.01 ,0.06 ,,,,0.09 ,0.05 ,,,0.09 ,-0.04 ,,,,,144.1928718 ,-52.9436672 ,-100.257 ,33.267 ,-52.784 ,118.09 ,thin ,K0III ,6.19 ,1.051 ,-81.20 ,-42.90 ,-6.60 ,4837.0 ,2.72 ,,,,,,,
47174 ,237822 ,09364951+5754412 ,-0.41 ,-0.19 ,,-0.04 ,-0.21 ,-0.14 ,-0.17 ,,,,-0.35 ,,,,,-0.4 ,-0.52 ,-0.32 ,,,144.2063540 ,57.9113820 ,17.838 ,-5.653 ,88.626 ,90.58 ,thick ,G3V ,9.96 ,0.639 ,60.30 ,-118.20 ,100.90 ,5639.0 ,4.37 ,,,,,,,
79946 ,146775 ,16190842-2817376 ,-0.06 ,0.15 ,,,-0.07 ,,-0.06 ,,,,-0.04 ,,,,,-0.08 ,,,,,244.7851369 ,-28.2938853 ,-38.586 ,10.227 ,0.781 ,39.93 ,thin ,G5V ,7.69 ,0.616 ,-23.40 ,-24.10 ,-47.00 ,5844.0 ,4.33 ,,,,,,,
112724 ,216228 ,22494081+6612013 ,0.045 ,-0.18 ,-0.035 ,0.185 ,0.145 ,0.05 ,0.005 ,-2.99 ,0.22 ,,0.12 ,0.25 ,,,0.08 ,0.06 ,-0.035 ,-0.11 ,,0.53 ,342.4200479 ,66.2004089 ,36.136 ,-0.490 ,-8.346 ,37.09 ,thin ,K0-III ,3.54 ,1.053 ,22.00 ,-3.40 ,-15.00 ,4802.3 ,2.70 ,,,,,,,
79958 ,146464 ,16191585-5530171 ,-0.05 ,,,0.07 ,0.3 ,-0.07 ,-0.1 ,,,,-0.26 ,-0.05 ,,,0.22 ,-0.06 ,-0.13 ,-0.15 ,,,244.8160557 ,-55.5047345 ,13.749 ,-3.193 ,24.265 ,28.07 ,thin ,K3Ve ,9.27 ,1.062 ,2.90 ,0.80 ,1.00 ,4546.0 ,,,,,,,,
112730 ,216008 ,22494609-3751158 ,-0.015 ,-0.04 ,0.05 ,0.023 ,-0.004 ,0.03 ,0.033 ,,,,0.05 ,0.015 ,,,0.017 ,-0.004 ,-0.16 ,-0.13 ,,,342.4420852 ,-37.8544717 ,-51.179 ,-0.434 ,-8.016 ,51.80 ,thin ,G2/3V ,8.21 ,0.640 ,48.40 ,-50.10 ,-31.10 ,5839.3 ,4.38 ,,,,,,,
79967 ,146481 ,16192084-5430488 ,-0.425 ,,,,-0.24 ,,-0.05 ,-1.37 ,,,-0.35 ,,,,,-0.37 ,,,,,244.8369232 ,-54.5135942 ,-19.501 ,4.102 ,39.792 ,44.50 ,thin ,G3Vwl: ,7.10 ,0.642 ,81.90 ,-38.70 ,-40.90 ,5778.3 ,4.24 ,,,,,,,
47202 ,83443 ,09371182-4316198 ,0.38 ,0.43 ,0.18 ,0.417 ,0.43 ,0.305 ,0.43 ,,0.41 ,,0.59 ,0.465 ,,,0.61 ,0.47 ,0.615 ,0.45 ,,0.27 ,144.2992817 ,-43.2722035 ,30.277 ,-6.579 ,26.636 ,40.86 ,thin ,K0/1V+GIII: ,8.24 ,0.811 ,18.80 ,-30.80 ,-10.90 ,5442.2 ,4.39 ,,b ,2.9857 ,0.34 ,0.01 ,0.04 ,
47205 ,83240 ,09371267+0650086 ,0.01 ,-0.205 ,-0.04 ,0.12 ,0.06 ,0.05 ,-0.045 ,-1.97 ,0.16 ,,0.055 ,0.19 ,,,0.04 ,0.015 ,-0.07 ,0.18 ,,0.65 ,144.3028040 ,6.8357800 ,62.680 ,-13.390 ,39.525 ,75.30 ,thin ,K1III ,5.01 ,1.051 ,-22.50 ,-7.90 ,-6.30 ,4742.8 ,2.68 ,,,,,,,
14439 ,19270 ,03062369+1311140 ,0.17 ,0.04 ,0.06 ,0.3 ,0.26 ,0.06 ,0.14 ,-2.82 ,0.27 ,,0.24 ,0.325 ,,,0.33 ,0.18 ,0.26 ,0.59 ,,0.91 ,46.5986930 ,13.1872528 ,-68.857 ,39.901 ,56.921 ,97.84 ,thin ,K3III ,5.65 ,1.087 ,21.40 ,-22.40 ,-8.20 ,4770.0 ,2.67 ,,,,,,,
79980 ,146836 ,16193272-3054244 ,-0.14 ,-0.21 ,-0.04 ,-0.05 ,-0.04 ,-0.06 ,-0.07 ,-1.4 ,,,-0.14 ,-0.08 ,,,0.28 ,-0.15 ,-0.8 ,-0.64 ,,0.03 ,244.8864100 ,-30.9067125 ,38.172 ,-6.075 ,21.581 ,44.27 ,thin ,F5IV ,5.51 ,0.466 ,5.30 ,16.10 ,-10.10 ,6477.5 ,,,,,,,,
7869 ,10607 ,01411464-6740366 ,-0.915 ,-0.59 ,,-0.48 ,-0.67 ,-0.73 ,-0.63 ,,-1.19 ,,-1.07 ,,,,,-0.99 ,,-0.69 ,,,25.3112240 ,-67.6769590 ,8.601 ,1.552 ,65.469 ,66.05 ,thick ,G0Vm-2.25 ,8.32 ,0.535 ,2.80 ,-131.60 ,113.10 ,5807.3 ,4.00 ,,,,,,,
112753 ,215906 ,22500506-6603016 ,-0.27 ,-0.19 ,-0.12 ,-0.27 ,-0.207 ,-0.123 ,-0.174 ,-0.73 ,,,-0.27 ,-0.485 ,,,-0.318 ,-0.297 ,-0.6 ,-0.52 ,,,342.5210462 ,-66.0504695 ,57.399 ,5.032 ,4.447 ,57.79 ,thin ,F6/7V ,7.76 ,0.519 ,47.00 ,-22.90 ,-32.30 ,6251.7 ,4.56 ,,,,,,,
47224 ,83441 ,09372840-3605456 ,0.21 ,,,0.2 ,0.2 ,0.13 ,0.23 ,,,,0.29 ,0.27 ,,,0.35 ,0.09 ,,-0.31 ,,,144.3683350 ,-36.0959960 ,-3.521 ,0.514 ,110.075 ,110.13 ,thin ,K2III ,5.96 ,1.118 ,-11.20 ,-20.80 ,-5.70 ,4710.0 ,2.83 ,,,,,,,
47225 ,83529 ,,-0.21 ,-0.16 ,-0.18 ,-0.1085 ,-0.18 ,-0.09 ,-0.0925 ,-1.265 ,,,-0.285 ,-0.175 ,,,-0.21 ,-0.22 ,-0.43 ,-0.4 ,,-0.315 ,144.3694080 ,-49.9909300 ,32.668 ,-4.732 ,9.298 ,34.29 ,thin ,G0-V ,6.98 ,0.584 ,-25.00 ,-49.50 ,25.30 ,5913.6 ,4.39 ,,,,,,,
82316 ,151796 ,16490959+1254330 ,-0.09 ,,,-0.06 ,0.01 ,-0.09 ,-0.2 ,,,,,-0.16 ,,-0.2 ,,-0.14 ,,,,,252.2900129 ,12.9091409 ,69.234 ,99.440 ,43.240 ,128.65 ,thin ,K0 ,6.62 ,0.940 ,-12.90 ,-2.00 ,-11.60 ,4922.0 ,3.02 ,,,,,,,
112763 ,216054 ,22501054-4129241 ,-0.16 ,-0.19 ,,-0.08 ,-0.15 ,-0.15 ,-0.1 ,,,,-0.28 ,-0.13 ,,,-0.21 ,-0.16 ,-0.24 ,,,-0.07 ,342.5438624 ,-41.4901064 ,22.551 ,2.497 ,17.226 ,28.49 ,thin ,G9V ,7.77 ,0.741 ,58.00 ,-13.90 ,8.30 ,5455.0 ,,,,,,,,
47231 ,82969 ,09373751+6012495 ,-0.07 ,-0.26 ,-0.08 ,0.02 ,-0.16 ,-0.06 ,-0.07 ,,0.1 ,,-0.17 ,,,,,-0.16 ,-0.31 ,,,,144.4062914 ,60.2136830 ,-96.441 ,10.356 ,-55.978 ,111.99 ,thin ,G5 ,6.41 ,0.921 ,-12.20 ,-11.20 ,6.30 ,5003.0 ,2.94 ,,,,,,,
112768 ,216191 ,22501425+3642148 ,-0.01 ,-0.01 ,-0.04 ,0.01 ,-4.61436e-16 ,,-0.01 ,,-0.1 ,,-0.1 ,-0.04 ,,,,0.01 ,,,,,342.5594326 ,36.7041085 ,-16.423 ,-2.078 ,-25.500 ,30.40 ,thin ,K2 ,8.34 ,0.859 ,-4.10 ,0.30 ,-15.60 ,,,,,,,,,
112774 ,216133 ,22501943-0705245 ,0.15 ,,,0.6 ,1.24 ,0.21 ,0.18 ,,,,0.16 ,0.49 ,,,1.05 ,0.81 ,,2.58 ,,3.38 ,342.5809342 ,-7.0901058 ,-9.915 ,-1.471 ,-10.465 ,14.49 ,thin ,M0.5-V ,9.86 ,1.452 ,1.20 ,4.60 ,10.60 ,,,,,,,,,
80013 ,146817 ,16195959-4049053 ,-0.05 ,0.18 ,0.24 ,0.135 ,0.01 ,,0.055 ,,,,-0.035 ,0.08 ,,,0.025 ,-0.05 ,,-0.04 ,,-0.03 ,244.9983029 ,-40.8182380 ,-48.699 ,2.238 ,-1.095 ,48.76 ,thin ,G5V ,7.71 ,0.666 ,27.40 ,-23.20 ,-22.70 ,5698.0 ,4.15 ,,,,,,,
47255 ,83517 ,09375567-3655334 ,-0.01 ,0.05 ,,-0.04 ,-0.03 ,0.02 ,0.06 ,,,,0.04 ,-0.06 ,,,-0.09 ,0.01 ,,,,-0.05 ,144.4819810 ,-36.9259710 ,32.036 ,-1.002 ,31.276 ,44.78 ,thin ,G3/5(V) ,7.74 ,0.664 ,-28.30 ,-23.80 ,1.20 ,5671.0 ,,,,,,,,
71406 ,128402 ,14360687+2315013 ,-0.01 ,-0.22 ,-0.08 ,0.11 ,0.15 ,0.09 ,4.61436e-16 ,-2.98 ,,,0.04 ,0.18 ,,,0.02 ,,0.06 ,0.35 ,,0.54 ,219.0286340 ,23.2503590 ,-22.714 ,27.636 ,-111.068 ,116.69 ,thin ,K0 ,6.39 ,1.063 ,-11.80 ,8.20 ,9.10 ,,,,,,,,,
47267 ,83548 ,09380144-4311274 ,-0.03 ,,-0.46 ,0.07 ,0.045 ,0.105 ,-0.025 ,,,,0.13 ,0.06 ,,,-0.2 ,-0.05 ,,,,,144.5060570 ,-43.1909460 ,102.310 ,-0.737 ,103.538 ,145.56 ,thin ,G8IIIBa1.5 ,5.50 ,0.985 ,26.90 ,-3.20 ,-4.50 ,4816.0 ,2.00 ,,,,,,,
14501 ,19467 ,03071857-1345421 ,-0.113 ,0.052 ,0.035 ,0.08 ,-0.04 ,-0.024 ,0.0335 ,,-0.12 ,,-0.065 ,0.03 ,,,-0.0395 ,-0.09 ,-0.121 ,-0.14 ,,-0.0685 ,46.8273960 ,-13.7617831 ,-11.210 ,3.425 ,-29.745 ,31.97 ,thin ,G1V ,7.00 ,0.645 ,21.10 ,-28.10 ,-16.30 ,5725.0 ,4.33 ,,,,,,,
80043 ,146800 ,16201798-4813325 ,-0.4 ,,-0.45 ,-0.22 ,-0.41 ,-0.27 ,-0.11 ,,,,-0.47 ,-0.29 ,,,-0.22 ,-0.43 ,,-0.52 ,,,245.0748869 ,-48.2258021 ,-12.351 ,-0.379 ,24.394 ,27.35 ,thick ,K2.5V ,8.89 ,0.941 ,-41.60 ,-94.30 ,-33.80 ,4860.5 ,4.70 ,,,,,,,
112812 ,216275 ,22504632+5203410 ,-0.12 ,-0.055 ,-0.195 ,-0.1 ,-0.105 ,-0.08 ,-0.085 ,,-0.28 ,,-0.27 ,-0.25 ,,,,-0.175 ,,,,,342.6931068 ,52.0614359 ,6.979 ,1.853 ,31.526 ,32.34 ,thin ,G0 ,7.21 ,0.590 ,-32.60 ,4.20 ,11.70 ,5937.7 ,4.38 ,,,,,,,
80054 ,146690 ,16202524-5508229 ,0.03 ,,,0.11 ,0.15 ,0.11 ,0.09 ,,,,0.26 ,0.1 ,,,0.11 ,0.01 ,,,,,245.1052149 ,-55.1397063 ,18.382 ,1.122 ,112.801 ,114.30 ,thin ,K0III ,5.76 ,0.970 ,0.30 ,2.30 ,-11.70 ,5023.0 ,2.84 ,,,,,,,
80058 ,147147 ,16202755-1131553 ,-0.12 ,-0.22 ,,-0.027 ,-0.183 ,-0.097 ,0.096 ,,,,-0.04 ,-0.135 ,,,-0.05 ,-0.168 ,-0.43 ,-0.3 ,,,245.1148041 ,-11.5320594 ,24.314 ,1.719 ,40.989 ,47.69 ,N/A ,K5V ,10.20 ,1.015 ,9999.00 ,9999.00 ,9999.00 ,4856.0 ,4.51 ,,,,,,,
